TRTWUTH128F92F28DD,Dreams ( Tee's Radio Mix ),Dreams - The Ultimate Corrs Collection,The Corrs,celtic,celtic,0,0
TRTWNPQ128F92FBD83,Les Chants Magnetiques_ Pt. II (Magnetic Fields_ Pt. II),Les Concerts en Chine,Jean Michel Jarre,electro,french,1997,0
TRTWNLP128F4262E46,Baby_ I Love You/Freebird,Will To Power,Will To Power,freestyle,,1988,0
TRTWGEU128F425F10F,Slaughter on 10th Avenue,Live in Seattle,The Ventures,surf music,american,1965,0
TRTWZEZ12903CE7B00,Vives en un cuento,666,Angeles del Infierno,heavy metal,,1989,0
TRTWZSW128F933B527,I'm Coming Home,The Ultimate Collection 2CD Set,The Stylistics,disco,classic pop and rock,1977,0
TRTWTUZ128F92F363A,Who's Sorry Now?,An Introduction To Connie Francis Vol 1,Connie Francis,brill building pop,american,1993,0
TRTWTDO128F92FC6F4,Get Back,Fab Favourites,Tony & The Beat Brothers,kizomba,,0,0
TRTWFKE128EF35F93B,What I've Done (Album Version),What I've Done,Linkin Park,rap metal,rap rock,2007,0
TRTWOET128F428DA89,Don't Take Away My Heart,Year Of The Dragon,Modern Talking,dance pop,german,2000,0
TRTWMKJ128F4262020,Blue Moon With Heartache,Seven Year Ache,Rosanne Cash,singer-songwriter,country,1981,0
TRTWJXG128F931DFB2,Looking For Linda (Gospel On The Track Mix),The Collection,Hue And Cry,blue-eyed soul,scottish,0,0
TRTWCPN128E07935CD,La Mort Du Loup,L'Apocalypse Des Animaux,Vangelis,progressive rock,greek,1973,0
TRTWDJA128F146AE0E,What About You,Sharing the Night Together,Dr. Hook,soft rock,american,1976,0
TRTWVCR128F4230656,König von Deutschland,Viva La Vida,Sascha König,rock,,0,0
TRTWEJL128E078DCCA,Wild World,Tea For The Tillerman,Cat Stevens,soft rock,british,1970,0
TRTWBDB128EF34300F,When Will I See You Again,When Will I See You Again,Thomas Anders / The Three Degrees,europop,german,1993,0
TRTWBNZ128F92F3426,Colors Of The Wind,The Magic Of Disney,Vanessa Williams,dance pop,,1995,0
TRTWKWJ128F92D3FD7,Eve Of Destruction,60's Gold,Barry McGuire,folk rock,,1965,0
TRTWKKT12903CB28C6,One Day I'll Fly Away,Loving You,Randy Crawford,smooth jazz,,1980,0
TRTWLRH128F426264F,It's Not My Cross To Bear,I'm No Angel,The Gregg Allman Band,southern rock,,1986,0
TRTWLBX128E078E94A,Hold Me,Long Gone Before Daylight,The Cardigans,twee pop,swedish,2003,0
TRTWYXC128F145C038,Stuck With You,Fore!,Huey Lewis And The News,pop rock,classic pop and rock,1986,0
TRTWPBR12903CCBE18,Sit Down,Sit Down (Single),Flunk,electronica,,2007,0
TRSRRID128F92EF86C,Missing (Todd Terry Club Mix)*,Defected Presents Classics In The House,Everything But The Girl,chill-out,uk,0,0
TRSRUNC128F14AAB3A,Magic Sunset St.,Take Off And Landing,Yoshinori Sunahara,chill-out,,1998,0
TRSRUMJ128F93093C1,Nos Siguen Pegando Abajo,El Álbum,Charly García,pop rock,,1995,0
TRSRNKH128F427807B,Firenze S. Maria Novella,Ciao,Pupo,chanson,,0,0
TRSRNEN128F42372AF,Angelito,God's Project,Aventura,latin,wisin y yandel,2005,0
TRSRTRW128F92CD554,I Wanna Be Your Man [Niteryders Remix],I Wanna Be Your Man,Ironik,grime,hip hop rnb and dance hall,0,0
TRSRTSZ128F426826F,Let's Make A Night To Remember,A Tribute To Bryan Adams,Studio 99,jungle music,,0,0
TRSRTEW128F92E41BF,So Many Times (feat. Alexandra Prin),Deeper Soul Of House Music,Gadjo,deep house,,0,0
TRSRTKD128F146035E,What About Love? (2000 Digital Remaster),Greatest Hits (International Only),Heart,pop rock,,0,0
TRSRSPM128F4226D9E,Expectations (Original),Little Computer People,Llorca,future jazz,,1998,0
TRSRSYG128EF342782,Werewolves Of London (2007 Remastered LP Version),Excitable Boy,Warren Zevon,singer-songwriter,classic pop and rock,1978,0
TRSRSOZ128F1499D2F,Can't Let You Go,Soul Sessions,Jeff Golub / Steve Perry,smooth jazz,,0,0
TRSRAMG12903CAF964,Quatuor N°14 en ré mineur,Der Tod Und Das Mädchen,Quatuor mosaïques,chamber music,,0,0
TRSRFDA12903CDF522,Black Star,Swansong,Carcass,goregrind,death metal,1996,0
TRSRFXO128F149E80E,Heaven Is Only One Step Away (LP Version),In Control,The Controllers,gabba,,0,0
TRSRHGY128F426D64F,Sweet Inspiration (Single/LP Version),The Sweet Inspirations,The Sweet Inspirations,disco,,1967,0
TRSRHOW128F42A9032,Un Giorno Credi,Non Farti Cadere Le Braccia,Edoardo Bennato,pop rock,italian,1973,0
TRSRHOB128F9317517,Loneliness,Maximum Bass Body Burn Workout,Tomcraft,hard trance,european,2002,0
TRSRMCY128F429468A,Do You Wanna,The First Album,Modern Talking,dance pop,german,1985,0
TRSRJGA128F425DDC1,Listen (Oye),Irreemplazable,Beyoncé,hip hop,hip hop rnb and dance hall,2007,0
TRSRJFI128F9305EFC,Valse En La Bémol Majeur Op.34 N°1,Les Urnes De L'opéra,Ignacy Jan Paderewski,poland,classical,0,0
TRSRJYU128E0781D93,The Upper Classes,Now I'm A Cowboy,The Auteurs,indie rock,classic pop and rock,1994,0
TRSRCZC128F9314C2F,Happy,Happy,Leona Lewis,pop,x factor,2009,0
TRSRDJS128F148E74E,Hairless Heart (Live),Archive #1 (1967-1975),Genesis,art rock,,0,0
TRSRDVR128F92E6CF4,Heroe,UNO (95/08),Enrique Iglesias,dance pop,spanish,2001,0
TRSRQMS128E078D010,Sold (The Grundy County Auction Incident)  (Remastered Version),The Very Best Of John Michael Montgomery,John Michael Montgomery,classic country,,0,0
TRSRXRF128F42967A0,Take Me Back,Lightning Dust,Lightning Dust,folk rock,,2007,0
TRSRXPV12903CCAA52,Magic Comet Ride (LP Version),Best Of Twisted Tunes Vol. 1,Bob Rivers,parody,,0,0
TRSRESY128E078858B,Tutto ciò che ho,Grazie mille,883,europop,italian,1999,0
TRSRBUG128F9320753,Gina's and Elvira's Theme,Scarface,Giorgio Moroder,disco,italian,1983,0
TRSRBER128F931F5CE,Take Control Reloaded 2009,The Sixth,Gary D.,hard trance,,0,0
TRSRBMU128F423C54B,Georgy Porgy (Album Version),Georgy Porgy,Eric Benét Featuring Faith Evans,neo soul,,0,0
TRSRBZN12903CD9B49,What'd I Say,Mod Mania,Ray Charles,blues,,0,0
TRSRLXK12903D0CEF7,At The Hop,Rock 'n' Roll And Pop Hits_ The 50s_ Vol.10,Danny & The Juniors,doo-wop,,1957,0
TRSRYBA12903CA4A3D,Roses Are Red,Greatest Hits,Aqua,dance pop,,0,0
TRSRYCB128F427D2B9,Piano Sonata No. 24 in A major_ Hob.XVI:26: Third movement: Finale: Presto,Haydn Piano Sonatas,Leif Ove Andsnes,classical,classical,0,0
TRSRPMS128F92C478E,From The Bottom Of My Broken Heart,...Baby One More Time (Digital Deluxe Version),Britney Spears,dance pop,pop,1999,0
TRSRPZM128F93225CD,Tumbling Tumbleweeds,Songs of the Golden West Vol 1,Sons Of The Pioneers,classic country,,1990,0
TRSRWIM128F424313B,I'll Do It All Over Again (Digitally Remastered 01),Crystal Gayle: The Hits,Crystal Gayle,country rock,,0,0
TRSRWQS128F428D050,Om du vill ha mig,Barbados,Barbados,europop,,1995,0
TRSURHY128EF357623,Il Primo Giorno Di Primavera,Dik Dik Cantaitalia,Dik Dik,beat,,2007,0
TRSURJY128F4276519,Pictures at an Exhibition: Market Place at Limoges,Mussorgsky: Pictures at an Exhibition/Tchaikovsky: The Seasons,Mikhail Pletnev,neoclassical,,0,0
TRSUUFV128F931104A,Grain Of Salt (Album Version),Play,David Ball,honky tonk,,1999,0
TRSUUJR12903CA1592,Sugar Sugar,Dizzy & Other Favorites (Digitally Remastered),Tommy Roe,pop rock,,1986,0
TRSUIAQ128EF33EDEA,Das Licht,Something Red,Zadera,gothic rock,,2004,0
TRSUIZI12903CB0195,StackBabbler,Pathogenesis,Hux Flux,progressive trance,,0,0
TRSUNNJ128F149EA9F,Texas Tornado (LP Version),Rhino Hi-Five: Tracy Lawrence,Tracy Lawrence,honky tonk,,0,0
TRSUGEH128F930BBFE,Best Of My Love,Ultimate Disco,The Emotions,disco,american,1977,0
TRSUZAL128F92F6EEB,No Way Home,No Way Home,Richard Durand,hard trance,,2009,0
TRSUZHT128F93129D2,Mit verbundenen Augen,Bata Illic/Star Gold-Die Grossen Erfolge,Bata Illic,german pop,,2008,0
TRSUTUD128F42333F4,She,Man On The Roof,Stephen Fretwell,folk rock,rock and indie,2007,0
TRSUSVK128F92CBA83,I Will Always Love You,Romantic Panpipes Love Me Do,Panpipes,instrumental pop,,0,0
TRSUSOV12903CDA3C7,Paint,Look Sharp! (2009 Version),Roxette,pop rock,swedish,1988,0
TRSUSYB128F92F5353,OK (Bruised Mix),Faithfully [New Version],Jenniffer Kae,female vocalist,,0,0
TRSUSFQ128F14A0509,Angel's Eyes,Gonna Move Ya!,Jan Wayne,eurodance,,2003,0
TRSUSJC128F427739F,Sonatas and Partitas_ Partita No. 3 in E Major_ BWV 1006: Gigue,Bach: Solo Sonatas & Partitas,Itzhak Perlman,concerto,violin,0,0
TRSUSQG128F422B0DA,I Don't Want To Be [Live],Music From The WB Television Series One Tree Hill,Gavin DeGraw,rock,,0,0
TRSUSGE12903CF0606,Long Road,Rising Sap,Raven,heavy metal,,0,0
TRSUATA12903D0998F,Zagorelie,Serdtse moe,Sveta,europop,,0,0
TRSUAFC128F4228912,Für Elise,A Charlie Brown Christmas [Expanded],Vince Guaraldi Trio,cool jazz,american,1965,0
TRSUFMB128F427826B,Vision Of Love,Mariah Carey/Emotions/Music Box,Mariah Carey,dance pop,whistle register,1990,0
TRSUFUJ128F92DB04E,Your Visits Are Getting Shorter,Intimacy - Remixed,Bloc Party,indie rock,indie rock,2008,0
TRSUOWP128F93499B1,I Need You Now,I Need You Now,Agnes,europop,,0,0
TRSUOYT128F42372F7,Snow On A Hot Day,In My Mind 1997-2007 - Best Of Bertine Zetlitz,Bertine Zetlitz,acid jazz,,1997,0
TRSUOQK12903CCBB12,Scandinavian Dreams,The Animals,The Animals,blues-rock,british,1997,0
TRSUHWV128EF359212,Pavane (from Ma Mere L'oye),Lullaby - Music for the Quiet Times,The American Boychoir,j pop,,0,0
TRSUMFI128F9305875,Dream Flight,Armada Lounge_ Vol. 2,Erik De Koning,progressive trance,,2008,0
TRSUJBA128F92EB73B,Sands Of Time,The Savage Poetry,EDGUY,heavy metal,,1995,0
TRSUCCG128F4267F5E,Gimme Some Water,Life For The Taking,Eddie Money,pop rock,,1992,0
TRSUDGY128F92E1728,Sugar Sugar,The Ant Bully (OST),The Archies,pop rock,classic pop and rock,1969,0
TRSUDVK12903CA553C,De São Paulo À Belém,Bate O Pé,Rionegro / Solimões,breakbeat,,0,0
TRSUDZB128F93225CB,Eloheem,Still Reporting,Tragedy Khadafi,hip hop,hip hop,0,0
TRSUDOP128EF34DB7A,Release Me,Engelbert Humperdink - The Greatest Hits And More,Engelbert Humperdinck,ballad,english,1966,0
TRSUDRY128F4233DDF,Why Don't We Get Together,KC & The Sunshine Band... And More,KC & The Sunshine Band,dance pop,classic pop and rock,0,0
TRSUQBM128F148CF83,Hello,Can't Slow Down / Lionel Richie / Dancing On The Ceiling,Lionel Richie,quiet storm,soul and reggae,1983,0
TRSUQGU128F427D54A,Terror,Audio,Fused,stoner metal,,2001,0
TRSUXAT128F14741F6,Un'Altra Vita (2004 Digital Remaster),The Platinum Collection,Franco Battiato,electronica,progressive rock,0,0
TRSUXOX128F429060A,Abulle (Nox Remix),Abulle,Re-Flex,hard trance,,0,0
TRSUBHY128F9347C56,Viento,Matenme Porque Me Muero,Caifanes,rock 'n roll,rock,1993,0
TRSUBFN128F931EDFE,Maximum Joy,The One,Shinichi Osawa,tech house,,0,0
TRSULNR128F425A5AC,The Rest Of All Time,Hope of a Man_ The,Bob Carlisle,ccm,,1994,0
TRSULXM128F4234B89,Tinman,Tinman/Palomino (Remix),Drumsound And Simon 'Bassline' Smith,jungle music,rock and indie,2003,0
TRSULJT12903C9ABB6,Help Me Get Over You,I Got A Date,The Forester Sisters,country rock,,0,0
TRSUPIL128F147557B,On Top Of Old Smokey,Mickey's Top 40,Larry Groce,ragtime,,0,0
TRSUPZV128F4290CDC,Hold Me Now,The Greatest Hits,Thompson Twins,pop rock,uk,1984,0
TRSUWZF12903CB3C10,Crinimal,Mu Allstars - Criminal,Hellfish,gabba,,0,0
TRSIRLW128F427F242,Mr. Lonely,The Best Of Bobby Vinton,Bobby Vinton,oldies,classic pop and rock,1962,0
TRSIRPX128F42955D9,I'm Leavin',Lisa Stansfield,Lisa Stansfield,ballad,uk,1997,0
TRSIRKB128F145A719,Love Story,Love Is Blue,Paul Mauriat And His Orchestra,chanson,,0,0
TRSIRKX128F4291CAF,Only For The Weak,The Tokyo Showdown,In Flames,death metal,metal,2000,0
TRSIUSH128F932B5ED,Come Vorrei,Ricchi E Poveri - Grandi Successi,Ricchi E Poveri,dance pop,,1989,0
TRSIUPJ128F426FFD7,The Arms Of Orion ( LP Version ),Batman Soundtrack,Prince,dance rock,funk,0,0
TRSIUPY128F92D5BF8,Just Go,Just Go,Lionel Richie,quiet storm,soul and reggae,2008,0
TRSIIGM128F930EC04,Crazy,Voz Y Sentimiento,Marisela,cumbia,latin,0,0
TRSINLJ128F92EB25A,I Drove All Night,My Love Essential Collection,Céline Dion,soft rock,canadian,2003,0
TRSIGKH128F425ED84,On A Night Like This (Bini And Martini Club Mix),Light Years,Kylie Minogue,pop,australian,2000,0
TRSIGDN128F42B86D0,Show Me How To Live,Revelations,Audioslave,post-grunge,alternative rock,2002,0
TRSIZVO128F149C300,Wild Wind,Gravitational Forces,Robert Earl Keen,country music,folk,2001,0
TRSITIF128F422BAC0,P 2 Da J,P 2 Da J,Dennis Ferrer,tech house,hip hop rnb and dance hall,2006,0
TRSISJL128F426882D,Heart Of Gold,Memphis,Jean-Jacques Milteau,harmonica blues,production music,2001,0
TRSIANH128F92C90D6,Get On Your Feet,Dora The Explorer Dance Fiesta!,Dora The Explorer,goregrind,,2006,0
TRSIABQ12903CFF82D,Where You Are,Illusion (LP),The Creatures,trip hop,rock and indie,0,0
TRSIFUG128F426AB9A,Freet,Freet/Dreams,Tata Box Inhibitors,tech house,,2000,0
TRSIFLH12903CC8A00,Waar Je Ook Bent Geboren (Let It Be Me),Bauer Top 100,Frans Bauer;Vader Abraham,german pop,dutch,0,0
TRSIOEA128F92F695E,Universe,Black Emotions,Beseech,heavy metal,,2000,0
TRSIOVA128F42850CF,Lithium,Lithium,The Polyphonic Spree,chamber pop,rock and indie,2006,0
TRSIORG128F4273645,Blue Rondo à la Turk,Time Out,The Dave Brubeck Quartet,cool jazz,jazz,1999,0
TRSIOGV128F936579D,Fragment Sixteen (I Cant Wait) feat. Thomas Troelsen,Floorfillers 2010,Kenneth Bager,downtempo,,0,0
TRSIHXI128F931F38A,Black Shoes,Marathon,Malibu Stacy,power pop,,0,0
TRSIHWL128F42884BF,Drinving in the Night,Jack N' Moves Ep,Ji-fi,electro,,0,0
TRSIMTO128F92F6061,The Lonely Bull (El Solo Toro),The Lonely Bull,Herb Alpert And The Tijuana Brass,smooth jazz,american,1962,0
TRSIMFE128F9344439,Ainsi soit-il! (Cirque Royal Bruxelles 2003),Botanique et vieilles charrues,Louis Chedid,chanson,ingénieur du son,0,0
TRSIMVH128F934F7AF,Let It Be Me,The Very Best Of,Everly Brothers,rock 'n roll,,0,0
TRSICUW128F934618C,The Day Youre Lost Or Found,A World Without,2econd Class Citizen,trip hop,,2009,0
TRSIDCW128F4239F9B,Mindstalking (Dave Audé Dub),Mindstalking,Lunascape,trip hop,,2006,0
TRSIDFZ128F92E6670,Love Song,Love Song,Ofra Haza,progressive house,,0,0
TRSIDXW128F14A2703,Sweet Jole Blon' (LP Version),The Cajun Way,Doug Kershaw,southern rock,,0,0
TRSIDCT128F4227EDF,1991,21st Century Man,Billy Thorpe,classic rock,,0,0
TRSIDGF128EF35A955,Puppy Love,The Best Of Gemini,Gemini,deep house,,0,0
TRSIDNZ128F4290C7F,It's you,Songs from the Lighthouse,Moongarden,neo-progressive,italian,2008,0
TRSIVCC128F9342594,Boogie Down (Album Version),Jarreau,Al Jarreau,soul jazz,easy listening soundtracks and musicals,1983,0
TRSIVFN12903CCB281,Just An Illusion,The Very Best Of - Vol. 1,Imagination,disco,classic pop and rock,1982,0
TRSIVJR128E0786BFD,Into The Groove (Edit Version),The Immaculate Collection,Madonna,dance pop,pop,1990,0
TRSIQIP12903CDFD31,sudden comfort,Archipelago Remixed,Vibrasphere,progressive trance,,2006,0
TRSIQLC128F423E5AF,Wake Up Little Susie,US - December - 1957,Everly Brothers,rock 'n roll,,0,0
TRSIXFR12903CFE6C7,No Permission,TerraBong,Pascal FEOS,tech house,,0,0
TRSIXNO128F92C3062,Building A Mystery,Afterglow Live,Sarah McLachlan,folk rock,pop,1997,0
TRSIEZY12903CE5DB7,Castle In the Sky,Castle In the Sky (2010 Remixes),Dj Satomi,hard trance,,2005,0
TRSIEVY128E0792E11,All Our Past Times,No Reason To Cry,Eric Clapton,blues-rock,blues rock,1976,0
TRSIBNI12903CC833B,MMMBop,Kids Sing Along Pac,Hanson,rock,rock and indie,1996,0
TRSIBYI128EF35891C,The Lonely Bull,Dry Heat,The Swamp Coolers,surf music,,0,0
TRSIKWJ128F92FB503,Till The Sky Falls Down,Till The Sky Falls Down,Dash Berlin,progressive trance,,2007,0
TRSIKVT128F9304D26,A Secret,Voodoo,King Diamond,heavy metal,,0,0
TRSIKMA128F9336C3F,I'm Movin' On,Revolutions Of Time...The Journey 1975-1993,Willie Nelson,outlaw country,folk,0,0
TRSIKBN128F148042B,Un Minuto Nada Mas,Los Singles 1985-2005,Hombres G,europop,,2006,0
TRSILTG128F9320F80,Diamonds And Pearls,Diamonds And Pearls / I Want Love,The Paradons,doo-wop,,1993,0
TRSILDD128F4268AB7,One Angry Dwarf And 200 Solemn Faces,Whatever and Ever Amen,Ben Folds Five,piano rock,piano rock,1997,0
TRSILSQ128F932B16D,Never Knew Love Like This (Album Version),Hot Times,Gwen Guthrie,disco,rock and indie,1990,0
TRSILNK128F932EAB9,Good Night My Love,Wishing Well,Shangri Las,doo-wop,,0,0
TRSILYV12903CE0953,God Is A Popstar,Truth Or Dare,Oomph!,electro-industrial,german,2006,0
TRSIYYP128F92C4EC9,Wench,The Sweetest EP,Nacho Marco,tech house,,0,0
TRSIWMD128F423C1A2,Dreamwalk (LP Version),Rit_ Vol. 1,Lee Ritenour,instrumental pop,,0,0
TRSNRBE12903CAF83A,Elvira Madigan,Moods Three,London Festival Orchestra,orchestra,,0,0
TRSNRMX128F92FCB20,Livin La Vida Loca,Caliente Pop Hits Vol. 2,Renegade Hit Makers,,,0,0
TRSNRRL128F4280E31,Bridge Over Troubled Water (Instrumental),The Very Best Of The Ventures,The Ventures,surf music,american,1992,0
TRSNUTY12903D01857,Jaleo,Oro Latino Volume 5,Rosario,tech house,,0,0
TRSNUFG128F42840F4,Elysium (I Go Crazy),The Album,Ultrabeat,hard trance,,0,0
TRSNUYS128F931A592,Isch liebe disch,Ist der Ruf erst ruiniert....,Tic Tac Toe,breakbeat,,2000,0
TRSNNDF128F42915ED,Rivers Of Babylon,20th Century Hits,Boney M. 2000,disco,,1999,0
TRSNNWP128F428C993,En enda dag med dig,Guldkorn,Kellys,neo soul,,0,0
TRSNZZZ128F428DCA9,Dreams,Dean Miller,Dean Miller,country music,,0,0
TRSNZFP128F92E1B35,Sugar Sugar,Sugar Sugar,Ohio Express,pop rock,,0,0
TRSNTXV128F4233580,Glamorous,Big Summer Tunes,Fergie / Ludacris,pop rap,,0,0
TRSNTLE128F92C4B90,Memories (Album Version),The Silent Force,Within Temptation,symphonic metal,symphonic metal,2004,0
TRSNTJY128F429A1F1,Be My Baby,Live,Vanessa Paradis,soft rock,french,1992,0
TRSNSSM128F4287B4C,Once Upon A Time,Mary Wells The Hits,Mary Wells,motown,rock and indie,1999,0
TRSNAHL128F92FAA21,Dejaría Todo,Grandes Exitos,Chayanne,salsa,puerto rican,1998,0
TRSNFAK128F932443E,Kinderszenen_ Op.15: Kuriose Geschichte,Mussorgsky: Pictures Reframed,Leif Ove Andsnes,classical,classical,0,0
TRSNHPR128F932A7D3,Streets Of Philadelphia,The Essential Bruce Springsteen,Bruce Springsteen,heartland rock,rock,1994,0
TRSNMDV128F9302C92,Road Trip,Flashback (Bonus Track Version),Darin,pop rap,darin insanity,0,0
TRSNMJL128F4276813,Freak Like Me (LP Version),100 R&B Classics - The Anthems,Adina Howard,hip hop,hip hop rnb and dance hall,1995,0
TRSNJCH128F4258F92,Still I,Don't Be Shy&,Viola,string,,0,0
TRSNJQT12903CC0831,Hunting High And Low,Joe Maynard`S Favourites,Poor Rich Ones,trip hop,european,2001,0
TRSNJLH128F92FDAD3,You're So Right For Me,Disco Forever The Sound Of Underground Disco_ Compiled By Dimitri From Paris,Eastside Connection,easy listening,,0,0
TRSNJKS128F148A811,Dica,Dischi Volanti 1996-2006,Niccolò Fabi,europop,,1997,0
TRSNJYG128F93076C9,Polka Trax 1,Polka Trax,Mike Ink,techno,warp,1996,0
TRSNCXP128F1470E53,Amante Bandido,Submarines A Pleno Sol,Los Nikis,power pop,,1987,0
TRSNDSY128F4251C1D,Partita No. 1 In B Major BMV 825 - I. Prélude (Bach),Schumann: Piano Concerto Op. 54; Bach: Partita No. 1 BWV 825; Mozart: Piano Sonata No. 8 KV 310,Dinu Lipatti_ Orchestre de la Suisse Romande_ Ernest Ansermet,classical,performer,0,0
TRSNDVY128F9336B3D,Cavatina (Deer Hunter Theme),The Greatest Instrumentals of All Time,The Session,jazz funk,,0,0
TRSNDAR128F42796C2,FFB,Premium Gold,Spider Murphy Gang,pop rock,german,1989,0
TRSNDVI128E0786653,Joining You (Live/Unplugged Version),Unplugged,Alanis Morissette,easy listening,canadian,0,0
TRSNQZL128F934C03B,Louisiana Rain,Tom Petty And The Heartbreakers Live Anthology,Tom Petty And The Heartbreakers,rock,rock and indie,1979,0
TRSNQEY12903CDFA25,Help Me Rhonda,Surf City,Jan & Dean,doo-wop,,1986,0
TRSNXJB12903D0D504,Nessum Dorma,Gala The 14 Greatest Tenors,Giuseppe Di Stefano,chanson,,0,0
TRSNXNI128F147C9D8,Kauai Kalypso (Album Version),Taj,Taj Mahal,folk rock,folk,0,0
TRSNXXE12903CE3AD5,Think About The Way 2k9,Spencer & Hill present Dirty Beats 2010.01,Gigi Barocco vs. Ice MC,electro,,0,0
TRSNEAV128F42685FD,Bonus Track,Southern Slang (Chopped & Screwed),D.O.W.N.,southern rock,metal,0,0
TRSNBQU12903D0872D,I Owe You Nothing,Ultimate NRG Megamix,Booty Callers,hard trance,,0,0
TRSNBQU128F42A6F17,Time,Time,4 Clubbers feat. Silvy,hard trance,,0,0
TRSNBEY128F92E99B4,Confidence,Confidence,Narada Michael Walden,dance pop,,0,0
TRSNKHE128F92CE67C,Across the Hardanger Mountain Plateau,O'Horten,Kaada,trip hop,,0,0
TRSNLMX128F4284DF5,Fugue For Tinhorns,Showstoppers,Barry Manilow,soft rock,soft rock,1992,0
TRSNLOJ128F9338C05,Chill Am,Last Moslem's Pray,Fernando Ferreyra,progressive house,,0,0
TRSNLEZ12903CAF8CE,A Night To Remember,Friends / Go For It,Shalamar,disco,american,1982,0
TRSNLWF128F930B989,Concerto No.21 in C_ Adante_ 2nd Movement,Timeless Sea,Seattle Symphony,orchestra,,0,0
TRSNYXE128F42AE163,Sweet Dreams (Are Made Of This),Dance Vault Mixes - I've Got A Life,Eurythmics,dance rock,british,1983,0
TRSNYBB128F9356339,The Name Of The Game,Knowing Me Knowing You,Top Of The Poppers,eurodance,,0,0
TRSNPYO128F93440A2,Careless Love (Album Version),The Game,Gail Davies,singer-songwriter,country,0,0
TRSNPMS128F42AE761,A Love Eternal,Super Colossal,Joe Satriani,instrumental rock,hard rock,2006,0
TRSNPYG128F92FBB2C,Les chants magnétiques_ Pt. IV,Les chants magnétiques,Jean Michel Jarre,electro,french,1981,0
TRSNPUK128F14697E1,Goodnight Girl,Pure Sax,State Of The Heart,hard trance,,0,0
TRSNPIV128F9300276,Sugar We're Goin Down (Simlish Tribute to Fall Out Boy),Songs in the Key of Simlish,The Musical Tribute to the Sims,,,0,0
TRSNPIB128F42BC938,7 E 40,Le Avventure Di Lucio Battisti E Mogol,Lucio Battisti,soft rock,italian,1970,0
TRSNWQO128F148A73F,"Pie Jesu From ""Requiem",Classics - The Best of Sarah Brightman,Sarah Brightman,opera,operatic pop,0,0
TRSGUPS128F4232798,And Your Bird Can Sing (LP Version),2X4,Guadalcanal Diary,new wave,,1987,0
TRSGUYX128F14667D9,Perfect Day,Thank You,Duran Duran,new romantic,british,1995,0
TRSGUML128F92E52AA,Jelly Roll King,The Last Of The Jelly Roll Kings,Frank Frost & Sam Carr,soul blues,,1962,0
TRSGUMK128F92C7604,Shine - Chopin: Polonaise In A Flat Major_ Opus 53,The English Patient and Other Arthouse Classics,David Hirschfelder,samba,,0,0
TRSGIEM128F426BD0A,Sealed With A Kiss,Summer of Love Pre-Cleared Compilation,Brian Hyland,soft rock,,1962,0
TRSGIFK128F9339224,Voy A Pasar De Ti,Mi Sueño,La Hungara,flamenco,,2009,0
TRSGNHE128F1499228,Bloco Do Prazer,Meu Nome E Gal - O Melhor De Gal Costa,Gal Costa,brazilian pop music,mpb,1982,0
TRSGGWX128F42A39CF,I Like Chopin,Fetenkult - Best Of The 80's,Gazebo,italian disco,,0,0
TRSGGWM128F930C88B,Soul Seek,"Superdiscount 2 10"" Vol. 4",Etienne De Crécy,deep house,,0,0
TRSGGGN128E07925E9,Best Of Me,Fear Of Flying,Mya / Jadakiss,uk garage,,2001,0
TRSGZHQ128F4290B59,Moments (DJ Tatana Sirup Mix),Moments - The Mixes,DJ Tatana,hard trance,,0,0
TRSGTVD128F423AB8E,The Love Of God (Mountain Homecoming),Mountain Homecoming - Volume 1,Bill & Gloria Gaither,country gospel,,0,0
TRSGSRA12903CE6655,Sunflower,Classical Gas,Mannheim Steamroller_ Mason Williams,pop rap,,1987,0
TRSGAYD12903C9CFD6,Love (On My Mind),Love (On My Mind),Phil York,hard trance,,0,0
TRSGAMF128F92EBE2D,When We Was Fab (2009 Digital Remaster),Let It Roll - Songs Of George Harrison,George Harrison,classic rock,british,0,0
TRSGAWI128F92ECA06,Sign Your Name,The Essential,Terence Trent D'Arby,dance rock,sananda maitreya,1987,0
TRSGFNE128F42699CC,"Piano Sonata No. 14 in C sharp minor Op. 27 No. 2 ""Moonlight"" (2008 Digital Remaster): III.    Presto agitato - Adagio - Presto agitato",Icon: Solomon,Solomon,hip pop,,0,0
TRSGFWF128F9358C64,Give It To Me Right,R&B Love Collection Summer 2009,Melanie Fiona,neo soul,,2008,0
TRSGFMU128F9316886,The End Of The World,The Boat That Rocked,Skeeter Davis,country rock,,1963,0
TRSGFUW128F4263035,Shower Me With Your Love,2nd Wave,Surface,quiet storm,,0,0
TRSGOGS128F4276908,The Easy Winners (2005 Digital Remaster),Scott Joplin: Digital Ragtime/Wall Street Rag,Joshua Rifkin,ragtime,,0,0
TRSGOTW12903CE6823,It's All In The Game,Danny Davis & The Boys,Danny Davis & The Boys,free improvisation,,0,0
TRSGOPE12903CAB431,Everybody's Somebody's Fool,Devoted to You,Sandy Posey,ballad,,0,0
TRSGMYK128F42ACE11,Stranger In Moscow,Visionary Remixes,Michael Jackson,motown,pop,1995,0
TRSGJXS12903CD3152,Lucia (Mateo Murphy Remix),The Tension EP - Remixed,Meat Katie,nu breaks,,0,0
